Target Vertex Index,Source Vertex Index,Best Sigma,Best Variance Explained
1308,1374,8.145102040816328,0.7483134046965041
1308,1692,0.01,0.7355219649125324
1308,1705,0.01,0.730939338976301
1308,2068,1.5085714285714287,0.721898976558889
1308,1704,0.866326530612245,0.7089033699587457
1308,2056,2.3648979591836734,0.7080823677613592
1308,95342,2.793061224489796,0.6967124843728368
1308,1386,0.01,0.6901817383884521
1308,1713,2.150816326530612,0.688021960689646
1308,2057,2.5789795918367346,0.687364799272618
1308,1387,0.01,0.6846064617968164
1308,115811,9.429591836734694,0.6807881944147715
1308,2067,0.866326530612245,0.6801284050956593
1308,2046,1.0804081632653062,0.6737567776584544
1308,105521,5.576122448979592,0.6729237106472773
1308,1388,6.860612244897959,0.6719184943348576
1308,104379,3.2212244897959184,0.6693524659825998
1308,1723,3.649387755102041,0.6688053013694455
1308,1747,3.863469387755102,0.6634133406429998
1308,1734,3.649387755102041,0.6587888650378899
1308,1746,3.863469387755102,0.6511903066085569
1308,1735,3.4353061224489796,0.6482786930510671
1308,95295,7.931020408163265,0.6466095875013871
1308,2055,1.5085714285714287,0.6382305267573498
1308,880,10.5,0.6364563347989143
1308,1104,3.4353061224489796,0.630665346707052
1308,2450,3.4353061224489796,0.6295712014009275
1308,1394,0.01,0.6292354167152249
1308,1438,0.866326530612245,0.6250282630125636
1308,1736,4.2916326530612245,0.6180641522548973
1308,1377,10.28591836734694,0.6172635584352342
1308,2169,4.719795918367347,0.6171352472576734
1308,1684,0.01,0.613523865840814
1308,1176,3.649387755102041,0.612939946419052
1308,97852,9.001428571428571,0.6101263003247499
1308,1114,10.5,0.6090136702765001
1308,1147,10.5,0.6066486877955487
1308,109365,3.863469387755102,0.6053760131042418
1308,1714,0.01,0.6052134565074853
1308,1745,3.4353061224489796,0.5999425120149864
1308,1375,0.01,0.5971226094472227
1308,539,10.5,0.5920406732083572
1308,2058,0.6522448979591837,0.5871757619087896
1308,98982,6.860612244897959,0.5843229906821887
1308,1724,4.719795918367347,0.5817270241492574
1308,2167,5.36204081632653,0.5786538792258209
1308,1415,1.2944897959183674,0.5780318704380134
1308,1393,5.790204081632654,0.5756295706592655
1308,2156,6.0042857142857144,0.575470408274541
1308,2168,4.077551020408164,0.571652541149884
1308,2452,1.9367346938775512,0.5702034182816673
1308,96258,10.28591836734694,0.5700796759159164
1308,1732,6.860612244897959,0.568127413054677
1308,1400,0.866326530612245,0.5656869905617049
1308,2066,4.719795918367347,0.565351971961225
1308,1108,7.288775510204082,0.5653380185198588
1308,2155,5.790204081632654,0.5623830004829038
1308,1731,5.36204081632653,0.5589765653618014
1308,1419,2.150816326530612,0.5586721140354379
1308,1737,6.0042857142857144,0.558229388012529
1308,1733,7.502857142857144,0.5580086660003492
1308,2054,3.4353061224489796,0.5579691028842787
1308,1410,6.0042857142857144,0.5559187142859366
1308,1418,2.150816326530612,0.5532105795215123
1308,1411,5.576122448979592,0.5530809289407499
1308,1691,1.5085714285714287,0.5519595947189149
1308,2468,3.4353061224489796,0.551464368740859
1308,1738,6.860612244897959,0.5510022653439652
1308,2451,2.793061224489796,0.5503473162390384
1308,1425,1.72265306122449,0.5502510679362923
1308,2466,0.01,0.5394517563027438
1308,2065,4.505714285714285,0.5383120218483217
1308,2453,1.0804081632653062,0.5378879194162014
1308,2439,4.719795918367347,0.5345814329923688
1308,863,6.0042857142857144,0.5337942568341938
1308,95282,0.01,0.5329575144881334
1308,1412,6.646530612244899,0.5315269272947463
1308,1409,6.860612244897959,0.5298612205301936
1308,2463,1.2944897959183674,0.5292386818350725
1308,1748,6.860612244897959,0.528400084865814
1308,1416,6.432448979591837,0.5273467464564561
1308,1424,5.1479591836734695,0.5271505160523371
1308,1725,6.0042857142857144,0.5263604974972869
1308,1420,2.5789795918367346,0.5261796736145652
1308,1739,7.716938775510204,0.5258140220993737
1308,1752,9.001428571428571,0.5247062210849682
1308,99380,9.429591836734694,0.5246650476489189
1308,2053,5.790204081632654,0.5238873486349326
1308,609,5.576122448979592,0.5236160158663101
1308,874,10.5,0.5233230988447686
1308,1397,5.36204081632653,0.5226737442954001
1308,1750,9.857755102040818,0.5163711731281233
1308,1403,1.72265306122449,0.5149625417962767
1308,1432,4.719795918367347,0.5145818528066021
1308,1395,6.860612244897959,0.5130224108500117
1308,1722,3.007142857142857,0.5129877237020459
1308,1201,10.5,0.5123960929669045
1308,2043,3.2212244897959184,0.5122193821554656
1308,1749,9.857755102040818,0.5118819486092774
1308,1426,3.2212244897959184,0.5113069489965407
1308,1121,4.933877551020409,0.5103099693186108
1308,2135,5.576122448979592,0.510172794942662
1308,1751,9.643673469387755,0.5082990919198385
1308,2176,1.0804081632653062,0.507681675826158
1308,1475,2.150816326530612,0.5075016859695478
1308,1396,5.1479591836734695,0.5070192174474686
1308,2166,5.576122448979592,0.5069842850617443
1308,1431,4.077551020408164,0.5069798681378468
1308,1141,5.1479591836734695,0.5065917459533331
1308,1414,4.505714285714285,0.5052224939461336
1308,1401,0.866326530612245,0.5037510013161576
1308,95567,8.78734693877551,0.5036609589071857
1308,1404,2.150816326530612,0.4984350949703066
1308,1759,9.643673469387755,0.4982671961371239
1308,1421,4.933877551020409,0.49647832851430074
1308,2052,4.505714285714285,0.49572162754176674
1308,2154,6.218367346938775,0.49498345192503046
1308,2078,2.3648979591836734,0.49432340014851595
1308,1402,4.505714285714285,0.4933000856369686
1308,165,8.78734693877551,0.4929926612012592
1308,626,9.215510204081633,0.49269144445298607
1308,1721,7.07469387755102,0.49240094919832833
1308,2175,3.2212244897959184,0.4918307779401717
1308,1413,4.505714285714285,0.4905831720289717
1308,2083,2.150816326530612,0.4905254901710142
1308,145,2.793061224489796,0.4892073758643475
1308,2446,1.72265306122449,0.48851869766569056
1308,2467,7.931020408163265,0.48449722116332794
1308,95958,10.071836734693878,0.48360704851193936
1308,2064,0.6522448979591837,0.48359865300074334
1308,1763,9.643673469387755,0.48184189314038894
1308,2171,7.07469387755102,0.4805469822836236
1308,1423,6.860612244897959,0.4766706835099407
1308,104500,9.215510204081633,0.4762444758437805
1308,2079,4.719795918367347,0.4760299483119177
1308,109604,10.5,0.4740007996170167
1308,1762,10.5,0.473815346107777
1308,1422,5.36204081632653,0.473713823437118
1308,1444,10.28591836734694,0.4726640479814649
1308,1427,9.857755102040818,0.46748231494037207
1308,2069,4.719795918367347,0.46657085448004343
1308,1120,9.857755102040818,0.4660302517425067
1308,95562,9.857755102040818,0.4624060838117223
1308,1434,3.863469387755102,0.4614876059972959
1308,1683,3.007142857142857,0.45901287423710946
1308,1443,10.5,0.4573412630317527
1308,2123,4.933877551020409,0.4565328349908181
1308,1703,3.007142857142857,0.4553927592038415
1308,2044,2.3648979591836734,0.4535154806306836
1308,1430,6.860612244897959,0.4515779381806979
1308,606,5.1479591836734695,0.45045949737460056
1308,381,10.5,0.44876366617741414
1308,1398,8.78734693877551,0.4483550372685845
1308,103660,10.28591836734694,0.44749303764999027
1308,2076,4.505714285714285,0.4463320134098865
1308,913,9.001428571428571,0.4460277740654791
1308,1405,7.502857142857144,0.4457550841652891
1308,1828,4.077551020408164,0.44533528486479945
1308,1442,4.077551020408164,0.4450187000224155
1308,2070,4.077551020408164,0.44458903321043075
1308,812,10.5,0.44427719878717264
1308,112192,10.5,0.4427614251113422
1308,1406,6.646530612244899,0.44225287494443644
1308,1429,9.857755102040818,0.44153883080277945
1308,391,10.5,0.44049528186629205
1308,1168,8.359183673469389,0.440016709050955
1308,2480,4.719795918367347,0.4372602637827303
1308,2124,8.78734693877551,0.43679928005988355
1308,1408,2.150816326530612,0.43602632063412505
1308,2080,4.505714285714285,0.4350723574371742
1308,2479,6.860612244897959,0.43479258691625544
1308,1118,10.5,0.4286898960486365
1308,2163,7.716938775510204,0.4257044448124472
1308,2142,7.07469387755102,0.42338685302763635
1308,1439,1.72265306122449,0.4229618259627488
1308,2462,2.5789795918367346,0.42226255391270706
1308,1773,8.78734693877551,0.42161578543715383
1308,1753,7.716938775510204,0.42019913964535816
1308,1137,10.5,0.41994674899277074
1308,2493,4.719795918367347,0.4190161060575206
1308,1760,0.866326530612245,0.4181437543145117
1308,2077,4.077551020408164,0.41717509587466917
1308,111585,8.57326530612245,0.41555566998893145
1308,2035,2.793061224489796,0.415456788821422
1308,117701,9.643673469387755,0.41415969410616293
1308,1441,10.5,0.414021767257865
1308,2034,2.5789795918367346,0.4134890043941236
1308,1436,5.576122448979592,0.4117182265089573
1308,1706,9.215510204081633,0.4110485162123505
1308,98665,9.429591836734694,0.4087965942353734
1308,1695,2.3648979591836734,0.4080777223443296
1308,100082,10.5,0.4059049842513519
1308,1772,7.931020408163265,0.40284186234720687
1308,1437,10.5,0.4026829231661647
1308,2477,10.5,0.3986750353759949
1308,2095,4.933877551020409,0.3985741244283679
1308,2150,6.432448979591837,0.39758136864860694
1308,2114,9.857755102040818,0.39735154989391175
1308,115173,0.01,0.3969327877456028
1308,1435,8.359183673469389,0.39674716671665977
1308,1761,7.502857142857144,0.3950798255200022
1308,1145,6.218367346938775,0.3944914435505835
1308,2551,5.576122448979592,0.39260324741486785
1308,95962,10.5,0.39078847169968467
1308,2085,4.505714285714285,0.3903719383310241
1308,421,5.1479591836734695,0.3897976046687438
1308,546,10.5,0.3894771092995549
1308,1450,10.5,0.38917337011328634
1308,1694,2.793061224489796,0.38891856949157066
1308,2481,4.719795918367347,0.3880170980355456
1308,2084,4.2916326530612245,0.3872517304678118
1308,96159,9.857755102040818,0.3865764078008034
1308,2494,4.719795918367347,0.38467843862531126
1308,1191,6.860612244897959,0.38407579786485824
1308,2096,5.36204081632653,0.3829985374829299
1308,117410,10.5,0.3828731317294888
1308,2089,3.863469387755102,0.38162525679017734
1308,2476,9.857755102040818,0.3793728324650093
1308,2162,8.145102040816328,0.3793146686010971
1308,1142,9.215510204081633,0.3759445800782413
1308,114922,4.719795918367347,0.3756147216986053
1308,3406,10.5,0.37473620390503304
1308,2858,5.576122448979592,0.3729019363549714
1308,1122,3.2212244897959184,0.37257802141915664
1308,116599,7.716938775510204,0.3710928962195551
1308,2115,10.071836734693878,0.3695524870590403
1308,805,9.429591836734694,0.3694528770796487
1308,2086,9.215510204081633,0.36899451320240195
1308,1771,9.429591836734694,0.3688209997850953
1308,1445,10.5,0.3647706687721176
1308,1111,0.01,0.363687717512278
1308,1481,9.001428571428571,0.3625659245401338
1308,1447,9.429591836734694,0.36229910790590303
1308,2116,8.359183673469389,0.35803031578954136
1308,2108,4.933877551020409,0.35662246904033446
1308,2141,5.576122448979592,0.35637398200433446
1308,1764,9.429591836734694,0.3548374869274685
1308,1151,5.36204081632653,0.35242133886772575
1308,99921,10.5,0.35166274009888854
