Target Vertex Index,Source Vertex Index,Best Sigma,Best Variance Explained,Eccentricity,Polar Angle
116220.0,5322.0,7.07469387755102,0.7571346310885172,7.799729342268844,9.172327690374463
9979.0,5324.0,3.2212244897959184,0.6854212247903502,7.718486470334508,-3.9664807904250545
9978.0,5322.0,6.860612244897959,0.7761186699253986,7.799729342268844,9.172327690374463
9970.0,408.0,8.145102040816328,0.7439613026824845,0.9548515146965799,-2.2401143320556467
9980.0,408.0,3.4353061224489796,0.679716045910602,0.9548515146965799,-2.2401143320556467
10754.0,5322.0,6.0042857142857144,0.7802039520666595,7.799729342268844,9.172327690374463
10740.0,106752.0,6.646530612244899,0.7450278602684723,4.353645737779661,-5.816758609874147
10739.0,5322.0,5.576122448979592,0.7364466414257604,7.799729342268844,9.172327690374463
115038.0,4737.0,1.0804081632653062,0.7871624670068443,7.526888367028988,5.514362866982926
10753.0,5320.0,5.790204081632654,0.7609239576815758,7.912728727637675,13.315742011451494
11531.0,106752.0,7.07469387755102,0.7056871539331908,4.353645737779661,-5.816758609874147
10752.0,5320.0,5.790204081632654,0.765576316479639,7.912728727637675,13.315742011451494
95314.0,4730.0,0.866326530612245,0.78986798977684,7.7006464401307095,0.7449144473844935
11530.0,5335.0,8.57326530612245,0.6952948334704292,4.958671166428852,35.47366601669363
10768.0,4271.0,2.150816326530612,0.7613151566499812,5.189722770938638,3.2995139779792564
11549.0,5320.0,5.576122448979592,0.7356706472846993,7.912728727637675,13.315742011451494
10730.0,106752.0,6.860612244897959,0.737215322848646,4.353645737779661,-5.816758609874147
9958.0,106752.0,6.860612244897959,0.6988382201829113,4.353645737779661,-5.816758609874147
10729.0,106752.0,7.07469387755102,0.785850737611253,4.353645737779661,-5.816758609874147
11513.0,106752.0,7.07469387755102,0.7634135212159016,4.353645737779661,-5.816758609874147
10731.0,5335.0,6.860612244897959,0.5338277831365701,4.958671166428852,35.47366601669363
11497.0,5892.0,8.78734693877551,0.7391074866897411,7.7858198894999715,14.958734808218608
10720.0,113868.0,9.001428571428571,0.5264128276831801,1.2373356688361943,7.109990823650737
107416.0,5892.0,6.432448979591837,0.7694733851192797,7.7858198894999715,14.958734808218608
11474.0,109309.0,2.3648979591836734,0.4335241711477011,8.739502930532357,28.229907904173988
10710.0,109309.0,2.3648979591836734,0.4140433154265032,8.739502930532357,28.229907904173988
11484.0,113868.0,9.001428571428571,0.6072663871866348,1.2373356688361943,7.109990823650737
10721.0,104157.0,1.0804081632653062,0.4454887835399039,6.187887771783936,84.42783953332535
10711.0,104157.0,0.866326530612245,0.441813525318656,6.187887771783936,84.42783953332535
11475.0,109309.0,2.3648979591836734,0.3563197089161158,8.739502930532357,28.229907904173988
9231.0,4231.0,0.866326530612245,0.5787684433083402,7.815072697042516,-9.8445017244634
9971.0,408.0,3.649387755102041,0.6447875754584369,0.9548515146965799,-2.2401143320556467
9225.0,4713.0,1.72265306122449,0.623967266659667,7.967571041809499,14.890770058050375
115945.0,4731.0,2.150816326530612,0.7435002780762686,7.788165340316236,-8.629593256921899
104503.0,4231.0,0.6522448979591837,0.5104228354067128,7.815072697042516,-9.8445017244634
9236.0,5324.0,3.007142857142857,0.6038830815043171,7.718486470334508,-3.9664807904250545
9987.0,4737.0,1.0804081632653062,0.783229780792617,7.526888367028988,5.514362866982926
9959.0,4713.0,1.72265306122449,0.5910783500511981,7.967571041809499,14.890770058050375
9212.0,4713.0,1.72265306122449,0.6227027304183388,7.967571041809499,14.890770058050375
9960.0,5871.0,4.077551020408164,0.6064795213248759,7.717100343604948,-3.8151150745432307
9946.0,97466.0,8.359183673469389,0.5484298638295954,2.977491054765425,14.499975023275857
9947.0,104157.0,1.2944897959183674,0.617411478821302,6.187887771783936,84.42783953332535
9936.0,104157.0,1.2944897959183674,0.556433330660453,6.187887771783936,84.42783953332535
9937.0,104157.0,1.2944897959183674,0.6204134127403155,6.187887771783936,84.42783953332535
10712.0,104157.0,1.2944897959183674,0.5174710063173535,6.187887771783936,84.42783953332535
9237.0,4231.0,0.6522448979591837,0.6222285465979326,7.815072697042516,-9.8445017244634
99742.0,4731.0,2.150816326530612,0.7539977975948982,7.788165340316236,-8.629593256921899
9988.0,4731.0,2.150816326530612,0.7327421626852022,7.788165340316236,-8.629593256921899
9232.0,4715.0,1.0804081632653062,0.6174254074040277,7.727975301674893,-4.944956678589837
