Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Variance Explained Coarse
768,4548,10.5,-0.22722786596387556
768,4533,10.5,-0.22729178955449014
768,4549,10.5,-0.22822162230028376
768,5037,10.5,-0.2259844478164743
768,4532,10.5,-0.2260029608863754
768,5038,10.5,-0.22836318584305526
768,111737,10.5,-0.22647153926250518
768,102131,10.5,-0.22758543239394458
768,4087,10.5,-0.22916221908121548
768,4073,10.5,-0.22801256433115547
768,99242,10.5,-0.2288625029004232
768,5021,10.5,-0.22488800692567978
768,5571,10.5,-0.2251934376049094
768,5048,10.5,-0.22906331897353405
768,5586,10.5,-0.22841361686129513
768,5049,10.5,-0.22950585388874867
768,5593,10.5,-0.22898195816159284
768,4564,10.5,-0.22980365939608416
768,5050,10.5,-0.23013868822281913
768,5039,10.5,-0.2296487392502642
768,4565,10.5,-0.23057017768382204
768,105099,10.5,-0.23092108388361576
768,5040,10.5,-0.2304627536314765
768,110830,10.5,-0.2254683267144988
768,99097,10.5,-0.2243572706994541
768,5570,10.5,-0.2239369023375153
768,6131,10.5,-0.22844674324015757
768,5585,10.5,-0.22771420493751138
768,6122,10.5,-0.2289231597495731
768,6121,10.5,-0.2281369646814042
768,6684,10.5,-0.22839969697850138
768,6110,10.5,-0.22900133902501674
768,5572,10.5,-0.22958591657927951
768,6675,10.5,-0.22823128525057235
768,6683,10.5,-0.22773866900711837
768,6108,10.5,-0.22468090487917292
768,6107,10.5,-0.22358139482940897
768,115812,10.5,-0.22350186557112872
768,110107,10.5,-0.22893172418182828
768,4074,10.5,-0.22967383238901595
768,118984,10.5,-0.22705162136987989
768,4550,10.5,-0.2316657876833219
768,4534,10.5,-0.23123880329395896
768,4076,10.5,-0.2313074551900567
768,3628,10.5,-0.22764489917923014
768,3635,10.5,-0.22911568856905173
768,100675,10.5,-0.2297775753119451
768,6109,10.5,-0.2257361139127807
768,113742,10.5,-0.2263465502891624
768,6119,10.5,-0.22681013762359226
768,5569,10.5,-0.22288571880600605
768,5556,10.5,-0.22305167381788182
768,4075,10.5,-0.23041579409656543
768,3636,10.5,-0.23030409213123137
768,6682,10.5,-0.22693732870458194
768,6120,10.5,-0.22746926984019677
768,6674,10.5,-0.22723787633565107
768,6681,10.5,-0.22608456210777161
768,6673,10.5,-0.22619799634221738
768,108017,10.5,-0.22564592240285464
768,6672,10.5,-0.22508120224446793
768,6093,10.5,-0.22902138430710917
768,6659,10.5,-0.2285651211107249
768,107065,10.5,-0.2275760973737042
768,6658,10.5,-0.22664812214366226
768,7293,10.5,-0.22560335525393915
768,7305,10.5,-0.22518319726682012
768,7304,10.5,-0.22424927726776
768,6671,10.5,-0.22403989008879832
768,6657,10.5,-0.22357507538362276
768,6670,10.5,-0.22333698693957071
768,6656,10.5,-0.22291656009620997
768,6092,10.5,-0.2226327017202292
768,6083,10.5,-0.22939927531010107
768,6645,10.5,-0.22832530593834366
768,6644,10.5,-0.22723539600383336
768,117645,10.5,-0.22959387079252136
768,7294,10.5,-0.22612361996926578
768,7291,10.5,-0.22344336548965793
768,6643,10.5,-0.22210527941335645
768,7290,10.5,-0.22258806919526442
768,6071,10.5,-0.22920581923314964
768,6633,10.5,-0.22706738467807486
768,6634,10.5,-0.227996239794229
768,7276,10.5,-0.22602802121410392
768,7272,0.05,-0.1493857813447914
768,101713,0.05,-0.19258019157758532
768,6642,0.26326530612244897,-0.1671887150912117
768,6632,0.05,-0.05590294909070659
768,6081,0.4765306122448979,-0.15919753552691218
768,7271,0.05,-0.03988844248090451
768,119753,10.5,-0.2280748414856364
768,6626,10.5,-0.2271446716062404
768,6060,10.5,-0.22895718734768988
768,6625,10.5,-0.22666579460910685
768,7261,10.5,-0.22579268079071713
768,6614,10.5,-0.2263598799621529
768,109463,10.5,-0.22620882212844062
768,6615,10.5,-0.22749297339859154
768,7246,10.5,-0.22552933304797973
768,5557,10.5,-0.22966701216494556
768,98729,0.05,-0.20840196241641173
768,6084,10.5,-0.2300994021280609
768,6072,10.5,-0.23018981664536442
768,6069,0.26326530612244897,-0.12335875177557765
768,6082,0.4765306122448979,-0.19040847220665946
768,5537,10.5,-0.23067970712913244
768,6061,10.5,-0.22990285006456346
768,5546,10.5,-0.23071488467029933
768,103992,10.5,-0.23085309123728126
768,5525,10.5,-0.23045425814227172
768,102221,10.5,-0.2296180661987146
768,6049,10.5,-0.22864978440377226
768,6050,10.5,-0.22925998329428743
768,6604,10.5,-0.228268939253931
768,116601,10.5,-0.2301259941146443
768,103259,10.5,-0.23025112459940922
768,5012,10.5,-0.22287812353576397
768,5020,10.5,-0.22382601262252155
768,5555,10.5,-0.2222779241517736
768,5558,10.5,-0.23040614318654584
768,5545,10.5,-0.22134712079243357
768,5006,10.5,-0.22161655716592232
768,121420,10.5,-0.22161043836359418
768,5013,10.5,-0.2311476145275031
768,5007,10.5,-0.2313077112079316
768,100343,10.5,-0.22100154606368205
768,4997,10.5,-0.22072206808278394
768,5536,10.5,-0.22055411257377577
768,5526,10.5,-0.23111613259620034
768,4998,10.5,-0.2312813254254098
768,5524,0.05,-0.20835802602637377
768,4985,10.5,-0.21983583596351375
768,6070,0.4765306122448979,-0.20935609591496296
768,4987,10.5,-0.23166815131008334
768,4977,10.5,-0.23143644783900652
768,5515,10.5,-0.23089092549111978
768,5514,10.5,-0.2301720377198433
768,5504,0.4765306122448979,-0.21936484463408035
768,116504,10.5,-0.23115334172545965
768,6038,10.5,-0.22978439917125426
768,5505,10.5,-0.23102243492828145
768,5492,0.05,-0.17533095330462323
768,5493,10.5,-0.23068752840751028
768,5480,0.05,-0.22116541106290843
768,6023,0.6897959183673469,-0.21504015431431878
768,5022,10.5,-0.23075933870375476
768,4527,10.5,-0.23150874162066204
768,106287,10.5,-0.2308503763532399
768,4531,10.5,-0.22442416758242234
768,4526,10.5,-0.2231749746196443
768,5008,10.5,-0.23176880498962116
768,4525,10.5,-0.221995016035629
768,4511,10.5,-0.2323244888588054
768,4999,10.5,-0.2318722337630743
768,4528,10.5,-0.23221767602604326
768,4996,10.5,-0.22063166181539384
768,4521,10.5,-0.22103643114423122
768,5000,10.5,-0.2320784520521042
768,4512,10.5,-0.23239299548789005
768,4510,10.5,-0.21996855487914502
768,4520,10.5,-0.22030219358192404
768,4509,10.5,-0.21968697873139753
768,4988,0.6897959183673469,-0.18050504852654936
768,105460,10.5,-0.2193510988174101
768,4986,10.5,-0.21895881280689244
768,5513,0.05,-0.12669051705657086
768,4978,0.6897959183673469,-0.16541612779364412
768,4089,10.5,-0.23100546654132526
768,4088,10.5,-0.23024726143088436
768,122070,10.5,-0.22971528723463397
768,4077,10.5,-0.23206760816754812
768,4535,10.5,-0.23203670706889112
768,4068,10.5,-0.2324369315689816
768,4061,10.5,-0.23276447410636036
768,4067,10.5,-0.22670550621001673
768,4066,10.5,-0.22512578555363172
768,4065,10.5,-0.22355932274503032
768,4052,10.5,-0.23266003493985754
768,98859,10.5,-0.22217251826284956
768,4058,10.5,-0.22110206739747906
768,112746,10.5,-0.2203387976081228
768,4039,10.5,-0.21944592191672485
768,4040,10.5,-0.23271710535213552
768,4500,0.6897959183673469,-0.1923347717613031
768,4053,10.5,-0.23281040045130696
768,4031,10.5,-0.21910092114872448
768,4030,10.5,-0.21869889180555235
768,118316,10.5,-0.21873641290447532
768,4032,0.6897959183673469,-0.1539674841816323
768,4501,0.05,-0.07805711134676141
768,3646,10.5,-0.2310320519501896
768,3647,10.5,-0.23149903329833643
768,4090,10.5,-0.23181279605422644
768,3630,10.5,-0.23277197514093872
768,115869,10.5,-0.2324489356218029
768,3622,10.5,-0.23300274278492283
768,98939,10.5,-0.22582929249069905
768,4060,10.5,-0.22412350945619175
768,4059,10.5,-0.22248476880838575
768,4062,10.5,-0.2330080891969606
768,3623,10.5,-0.23340398340411528
768,3621,10.5,-0.22304744939960486
768,3627,10.5,-0.2247382193597367
768,4051,10.5,-0.22105606664558564
768,3616,10.5,-0.22122952188873168
768,4050,10.5,-0.22000857503088755
768,3617,10.5,-0.23323116317122894
768,4054,10.5,-0.23302697126855687
768,3615,10.5,-0.2197947961450506
768,3604,10.5,-0.21887129589306165
768,3605,0.6897959183673469,-0.2290736618506004
768,3603,10.5,-0.21812534364622294
768,4502,10.5,-0.23247851223817273
768,4033,10.5,-0.232825843025938
768,4022,10.5,-0.2183151104750063
768,4498,10.5,-0.21871336204451364
768,117499,10.5,-0.21847097221007794
768,3596,10.5,-0.21779544704089449
768,3591,10.5,-0.21749580489257325
768,4018,10.5,-0.21755249694633227
768,4023,10.5,-0.21782914545346088
768,3578,10.5,-0.216628003129254
768,118651,10.5,-0.21715841906985056
768,3244,10.5,-0.23162349172405494
768,3648,10.5,-0.2319215680709199
768,3243,10.5,-0.23094193749213998
768,3234,10.5,-0.2299456122807595
768,3233,10.5,-0.22859824576601917
768,3629,10.5,-0.22780344335433833
768,3631,10.5,-0.2333433965139693
768,3638,10.5,-0.2330554259678692
768,107741,10.5,-0.2264228923029794
768,3228,10.5,-0.22701030744753536
768,3226,10.5,-0.2237341931589567
768,3227,10.5,-0.22533083567425627
768,3624,10.5,-0.23352678197982524
768,3221,10.5,-0.2337401249826876
768,3222,10.5,-0.23384934431906101
768,3220,10.5,-0.22216205512886678
