Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Variance Explained Coarse
188,4548,0.05,0.6138615579697715
188,4533,0.05,0.6416455497224045
188,4549,0.26326530612244897,0.6083228484730707
188,5037,0.05,0.5805432333203621
188,4532,0.05,0.622535358624742
188,5038,0.6897959183673469,0.5655019477234257
188,111737,0.05,0.5827360799987261
188,102131,0.05,0.5642895925640817
188,4087,0.6897959183673469,0.5878249488210406
188,4073,0.05,0.6463753799974088
188,99242,0.4765306122448979,0.6166523969327203
188,5021,0.05,0.5320365848176218
188,5571,0.05,0.5194803869958811
188,5048,0.6897959183673469,0.5590883266937565
188,5586,0.6897959183673469,0.5443377130429412
188,5049,0.6897959183673469,0.5558270561946087
188,5593,0.6897959183673469,0.5426600763249293
188,4564,0.6897959183673469,0.5790768589454842
188,5050,0.6897959183673469,0.5662261538242253
188,5039,0.6897959183673469,0.5422831122138189
188,4565,0.6897959183673469,0.5953908546601212
188,105099,0.6897959183673469,0.5814857635817068
188,5040,0.6897959183673469,0.5528285745115729
188,110830,0.26326530612244897,0.5237146303564324
188,99097,1.1163265306122447,0.46270097954638434
188,5570,1.1163265306122447,0.4677348678820916
188,6131,0.6897959183673469,0.5338028169269894
188,5585,0.4765306122448979,0.5371999787273793
188,6122,0.6897959183673469,0.5285516066079669
188,6121,0.4765306122448979,0.5255310002193972
188,6684,0.05,0.5238118126188314
188,6110,0.05,0.5242807082137462
188,5572,0.6897959183673469,0.5256468466789171
188,6675,0.05,0.5144928230469716
188,6683,0.4765306122448979,0.5213472014608627
188,6108,1.1163265306122447,0.45843948079204067
188,6107,1.3295918367346937,0.4413721229455776
188,115812,1.3295918367346937,0.44789594458403803
188,110107,0.05,0.6525582050134553
188,4074,0.6897959183673469,0.6167492410040969
188,118984,0.05,0.5733181797107945
188,4550,0.26326530612244897,0.6030417829693853
188,4534,0.05,0.5690882815701777
188,4076,0.6897959183673469,0.6119848047362048
188,3628,0.26326530612244897,0.6916281572785445
188,3635,0.05,0.6951341447850755
188,100675,0.05,0.6545501016548051
188,6109,0.26326530612244897,0.5353939877393721
188,113742,0.05,0.5721294611455083
188,6119,0.05,0.5538884246543795
188,5569,1.3295918367346937,0.4370316962446489
188,5556,1.3295918367346937,0.44656975212074423
188,4075,0.6897959183673469,0.6343764166606596
188,3636,0.05,0.6697843605997404
188,6682,0.4765306122448979,0.5240344947942559
188,6120,0.4765306122448979,0.5291468029632383
188,6674,0.4765306122448979,0.5128428472288411
188,6681,0.05,0.5483673783553276
188,6673,0.05,0.5279070326296222
188,108017,0.05,0.5211455157672671
188,6672,0.26326530612244897,0.48529638991279134
188,6093,0.26326530612244897,0.5090043558900026
188,6659,0.26326530612244897,0.4864025408920466
188,107065,0.05,0.506560873741079
188,6658,0.26326530612244897,0.4968041186803027
188,7293,0.05,0.4981117771321899
188,7305,0.26326530612244897,0.4859540809733992
188,7304,1.3295918367346937,0.437123931504972
188,6671,1.3295918367346937,0.44050611047309873
188,6657,1.3295918367346937,0.43095047987578494
188,6670,1.3295918367346937,0.4316185586969752
188,6656,1.3295918367346937,0.4226161504852305
188,6092,1.3295918367346937,0.42562711748319204
188,6083,1.1163265306122447,0.4374754429903568
188,6645,1.3295918367346937,0.4273237308525488
188,6644,0.05,0.47159984912953234
188,117645,0.05,0.47897273556118214
188,7294,0.05,0.4711499208560209
188,7291,1.3295918367346937,0.4245206632625018
188,6643,1.5428571428571427,0.41296548280289913
188,7290,1.5428571428571427,0.4131826996846534
188,6071,1.5428571428571427,0.4135480215884526
188,6633,1.3295918367346937,0.41668866153096773
188,6634,1.5428571428571427,0.405536077487459
188,7276,1.3295918367346937,0.4241662649234904
188,7272,1.5428571428571427,0.40511738890912974
188,101713,1.3295918367346937,0.4137646585936532
188,6642,1.5428571428571427,0.4063095086911668
188,6632,1.5428571428571427,0.4028211212038131
188,6081,1.5428571428571427,0.4067650784427602
188,7271,1.5428571428571427,0.40197621576858855
188,119753,1.7561224489795917,0.39293587567975696
188,6626,1.7561224489795917,0.39303402723580516
188,6060,1.5428571428571427,0.3978072681946304
188,6625,1.5428571428571427,0.40228185428711927
188,7261,1.5428571428571427,0.4087714043898819
188,6614,1.7561224489795917,0.3874099259188153
188,109463,1.5428571428571427,0.3930750505329057
188,6615,1.7561224489795917,0.3855407831218899
188,7246,1.5428571428571427,0.3980742905010414
188,5557,0.05,0.5112889676268152
188,98729,1.3295918367346937,0.42641815683076567
188,6084,1.1163265306122447,0.44781463993014115
188,6072,1.3295918367346937,0.42234108364112577
188,6069,1.5428571428571427,0.4042016904418416
188,6082,1.5428571428571427,0.4103654396507118
188,5537,1.5428571428571427,0.40507968710653863
188,6061,1.5428571428571427,0.4026938265492379
188,5546,1.1163265306122447,0.4414825943672145
188,103992,1.3295918367346937,0.41977775636763526
188,5525,1.7561224489795917,0.3909098992940023
188,102221,1.7561224489795917,0.3896918492176188
188,6049,1.7561224489795917,0.3875142706681476
188,6050,1.7561224489795917,0.3803952372805447
188,6604,1.7561224489795917,0.37947562839144744
188,116601,0.6897959183673469,0.5356943958307114
