Target Vertex Index,Source Vertex Index,Best Sigma,Best Variance Explained,Source Eccentricity,Source Polar Angle,Target Eccentricity,Target Polar Angle
9399.0,3879.0,1.8130976000851704,0.1569032801029862,7.742444305633811,-6.00219715858599,7.92227547936691,13.604556586750055
10092.0,3879.0,1.8130976000851704,0.2397704359766745,7.742444305633811,-6.00219715858599,9.435875111754372,35.31024448695341
10101.0,3879.0,1.8130976000851704,0.3844635580166088,7.742444305633811,-6.00219715858599,10.58801515838774,43.34537249130592
9385.0,3879.0,1.8130976000851704,0.0064010082984454,7.742444305633811,-6.00219715858599,7.757861835728471,7.00252600504836
8725.0,3879.0,1.8130976000851704,-0.1821379825757827,7.742444305633811,-6.00219715858599,5.425918022962091,-6.904691117468712
103403.0,3879.0,1.8130976000851704,-0.1682765583207517,7.742444305633811,-6.00219715858599,5.649083136168692,-6.482006067423475
9410.0,3879.0,1.8130976000851704,0.4099221743474786,7.742444305633811,-6.00219715858599,9.006456113674227,31.246937516468904
8733.0,3879.0,1.8130976000851704,0.2000107752118202,7.742444305633811,-6.00219715858599,7.7141306702565355,3.469013681496517
9422.0,3876.0,6.025274006274151,0.4839377907829386,9.899260311121006,38.93715226131058,8.210945152779967,20.31922868632077
108152.0,2894.0,1.657115432738122,0.4693781817408466,5.315534388134938,46.852436713571166,10.095881453177299,40.29835949275473
10108.0,2894.0,1.711109518571051,0.5235546304546735,5.315534388134938,46.852436713571166,9.525301206706462,36.06285160167009
8740.0,3879.0,4.395844734055975,0.556782953748683,7.742444305633811,-6.00219715858599,7.9914498431070005,15.521567215490307
8075.0,3876.0,6.177893774455414,0.329882648946009,9.899260311121006,38.93715226131058,7.716354025852796,-3.7315997268206593
9431.0,2895.0,0.9310995340709322,0.5643928238733575,8.725599977288864,28.06076445456878,8.833154881795586,29.34155178936693
105440.0,2895.0,0.9310995340709322,0.6283069072231628,8.725599977288864,28.06076445456878,8.55787054473231,25.873920811948793
8749.0,2895.0,0.9310995340709322,0.5810398761338241,8.725599977288864,28.06076445456878,8.590678703017796,26.32158772000277
10115.0,2895.0,0.9310995340709322,0.6165506789771031,8.725599977288864,28.06076445456878,9.183829409253875,33.025639065526015
10809.0,3879.0,2.4157264007823667,0.4092219390391619,7.742444305633811,-6.00219715858599,10.868634375041427,44.890338651205816
113016.0,3879.0,1.8130976000851704,0.0895709247135222,7.742444305633811,-6.00219715858599,8.151329516260748,19.155673365952946
10078.0,3879.0,1.9000227287412923,0.2886012547354688,7.742444305633811,-6.00219715858599,7.064350223640494,52.537688197213384
10821.0,2894.0,1.536589200407476,0.4506972824657849,5.315534388134938,46.852436713571166,10.441599861679652,42.4866597923329
122211.0,2894.0,1.536589200407476,0.5748334089718046,5.315534388134938,46.852436713571166,9.625563950902862,36.87461014456658
10831.0,2894.0,1.536589200407476,0.5269927242046241,5.315534388134938,46.852436713571166,9.940645768447824,39.23164643226497
10129.0,2519.0,2.4157264007823667,0.6135539336323672,4.886127205189473,46.59742453987923,9.481246156799694,35.69551080921821
10836.0,2895.0,0.9310995340709322,0.5786720122869999,8.725599977288864,28.06076445456878,10.14057937485412,40.59532886971756
10851.0,2895.0,0.9310995340709322,0.6166065604643751,8.725599977288864,28.06076445456878,9.661325988704782,37.162240315405846
10130.0,2895.0,0.9310995340709322,0.653316445793022,8.725599977288864,28.06076445456878,8.835713889265218,29.372971044077385
10133.0,2502.0,2.4157264007823667,0.6368212996107045,7.941925193569443,14.178292788115375,8.561799636020677,25.9284232221427
108405.0,2502.0,2.4157264007823667,0.6190522268479697,7.941925193569443,14.178292788115375,8.54919968751023,25.75384252217922
10131.0,2886.0,5.045137822864886,0.6587110988326669,7.705550426841865,-2.175786559347179,5.619972311198167,27.486153688658863
10134.0,2906.0,2.746941749157307,0.6800986869354515,4.301662006145767,59.33719749820343,8.454876821548355,24.395888118731847
10852.0,2895.0,0.9310995340709322,0.6653508280213425,8.725599977288864,28.06076445456878,6.323058159047727,27.54064281605874
10135.0,1380.0,0.9310995340709322,0.6891212819392794,4.714929111643943,6.191642953126429,5.7349531079534115,29.442773990346293
10853.0,2474.0,3.244536484953932,0.6455936525859616,6.328388817623699,36.619997265431934,5.691464876671996,30.11167053456915
10132.0,2474.0,3.465694405169709,0.691946736455702,6.328388817623699,36.619997265431934,5.540901852492412,35.34054529310915
10116.0,5522.0,6.823490068295062,0.5948363609627878,6.902683322233119,45.25589569253643,5.449134214816432,38.49375759489128
9432.0,4479.0,4.395844734055975,0.6557302697413161,7.703931585431122,1.8306873677394337,4.874979367622352,41.991507936306924
9443.0,122920.0,1.536589200407476,0.7007011153811341,4.474472602463747,46.58791099705017,5.155652967706024,39.661648344312745
9445.0,2114.0,1.5014124947002012,0.6250052647400608,7.94480399406607,14.41244865042454,8.171790257784423,19.564413787478546
9446.0,2487.0,0.7769157269176649,0.6649628015761777,8.486104224829688,24.85625344270236,8.124620099263575,18.606392500564876
9447.0,3330.0,1.711109518571051,0.6856846326590553,9.218815034655007,33.35849455279861,5.8832744422675525,20.347200672942165
9448.0,2501.0,2.746941749157307,0.7342988794841634,5.039207774865952,47.7863380855041,5.311788286155059,33.63344798178816
110187.0,3948.0,5.452147989363037,0.6612955123705304,7.722630382915977,-4.387750789103547,5.244682711758378,24.39922886470046
10798.0,5499.0,3.8476069052019906,0.4335556208201305,4.6445975282273455,56.431760719044384,10.83962037534915,44.73633912527355
11472.0,5498.0,3.465694405169709,0.4932275444456501,2.769343954722106,57.402686966938354,10.743597822798442,44.21710717730756
11481.0,5498.0,3.465694405169709,0.542572514576753,2.769343954722106,57.402686966938354,10.52684581889627,42.99101199377158
