Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer,Source Eccentricity,Source Polar Angle
100006,644,0.4765306122448979,0.4501911272321427,0.6751491644277506,0.6753468549061505,3.7184069266009026,-2.006738218851999
464,377,0.6897959183673469,0.7848449457908167,0.5496110059296045,0.5544301315839333,3.4765839642936545,-2.1381210947818254
595,641,0.2632653061224489,0.3118048469387754,0.535786145012487,0.5359769696777525,3.9069158338202334,-2.2136671343101746
460,386,0.05,0.05,0.8219300120188007,0.8219300120188007,4.026845669521556,-1.9414438766040425
465,377,0.6897959183673469,0.7406548947704084,0.6621031055871396,0.6633609219264898,3.4765839642936545,-2.1381210947818254
340,1006,0.6897959183673469,0.6717426658163265,0.957511920966742,0.9575556271937602,5.842597026885918,-1.9604248453197979
346,1259,0.6897959183673469,0.6066027582908162,0.9550221218344396,0.9558539943118842,5.802323553267049,-1.9818781566325905
466,114200,0.6897959183673469,0.7027295918367347,0.7578369961164593,0.7579146799181646,3.679427649220846,-2.0061377548819785
597,790,0.05,0.05,0.329391119606809,0.329391119606809,4.208933331388257,-2.3077497784091467
598,624,0.05,0.05,0.2999622895738212,0.2999622895738212,4.23152035111078,-2.2702680685061267
471,624,0.05,0.05,0.2582882942171048,0.2582882942171048,4.23152035111078,-2.2702680685061267
467,1266,0.4765306122448979,0.5213915019132653,0.9563549182451646,0.9569641540243754,5.831638311661205,-1.9762842391174853
472,623,0.05,0.05,0.4664920181798573,0.4664920181798573,3.6781929492868835,-2.23045826166916
106312,791,0.05,0.05,0.9518879663945088,0.9518879663945088,5.541786115805974,-1.937220878141701
103085,791,0.05,0.05,0.9579848175050264,0.9579848175050264,5.541786115805974,-1.937220878141701
473,1266,0.05,0.05,0.950146852897374,0.950146852897374,5.831638311661205,-1.9762842391174853
603,790,0.05,0.05,-0.0492644105119279,-0.0492644105119279,4.208933331388257,-2.3077497784091467
121072,790,0.05,0.05,0.0323607438052927,0.0323607438052927,4.208933331388257,-2.3077497784091467
604,623,0.05,0.05,0.4223241139464034,0.4223241139464034,3.6781929492868835,-2.23045826166916
477,116423,0.05,0.05,0.9659143747782436,0.9659143747782436,5.0843846742154,-1.8943684662225537
610,1259,0.05,0.05,0.9300603783076532,0.9300603783076532,5.802323553267049,-1.9818781566325905
474,114761,0.05,0.05,0.9025771313655072,0.9025771313655072,5.2258312036182435,-1.9590327311355817
478,486,0.05,0.05,0.9242350482454488,0.9242350482454488,4.800867914301485,-1.8773797352157322
611,791,0.05,0.05,0.9693448499998156,0.9693448499998156,5.541786115805974,-1.937220878141701
479,114761,0.05,0.05,0.8737319995489643,0.8737319995489643,5.2258312036182435,-1.9590327311355817
102820,486,0.05,0.05,0.9398780147875588,0.9398780147875588,4.800867914301485,-1.8773797352157322
106021,114761,0.05,0.05,0.8801583684801957,0.8801583684801957,5.2258312036182435,-1.9590327311355817
109808,791,0.05,0.05,0.9551564249135944,0.9551564249135944,5.541786115805974,-1.937220878141701
613,114761,0.05,0.05,0.9382894212668014,0.9382894212668014,5.2258312036182435,-1.9590327311355817
480,486,0.05,0.05,0.9234002018481002,0.9234002018481002,4.800867914301485,-1.8773797352157322
355,114761,0.05,0.05,0.861529373998527,0.861529373998527,5.2258312036182435,-1.9590327311355817
98505,486,0.05,0.05,0.9676167439656588,0.9676167439656588,4.800867914301485,-1.8773797352157322
358,486,0.4765306122448979,0.5038008211096938,0.9924721275019392,0.9932297187162336,4.800867914301485,-1.8773797352157322
617,116423,0.05,0.05,0.9811600126949206,0.9811600126949206,5.0843846742154,-1.8943684662225537
756,1280,0.05,0.05,0.8028531592552123,0.8028531592552123,3.640431287834964,-2.635933352803587
575,1281,0.2632653061224489,0.3283617665816325,0.8316369992855308,0.8329540837337959,3.842613252946259,-2.6874587753032224
761,107455,0.6897959183673469,0.7292032047193877,0.8014826074112609,0.8020720959991042,3.9432313436380344,-2.3070201287929493
758,1027,0.4765306122448979,0.571092155612245,0.8494577893032952,0.8510365736266632,3.791082389526315,-2.5738668781968763
582,1259,0.6897959183673469,0.6560471141581632,0.8223166644637128,0.8225821938167531,5.802323553267049,-1.9818781566325905
