Target Vertex Index,Source Vertex Index,Best Sigma Coarse,Best Sigma Finer,Best Variance Explained Coarse,Best Variance Explained Finer
4142,117593,7.301020408163264,7.2742832728794635,0.6944000736821203,0.6944002092004102
4636,11093,4.9551020408163255,5.032465023118622,0.7605953149054696,0.7606060951192729
4141,110061,3.248979591836734,3.296810028698979,0.807707385952269,0.8077470862011975
4635,11779,3.462244897959183,3.485997115154656,0.8449954544977697,0.8450036276619665
5135,117593,4.10204081632653,4.051015674824617,0.8282221663373777,0.8282381585977909
5136,324,9.433673469387754,9.454747227260043,0.6919111812795335,0.6919112047917754
5134,102359,3.675510204081632,3.7437978814572697,0.8582433322592808,0.8582891861655293
106923,11064,3.888775510204081,3.818424371213329,0.8510207240216411,0.8510634319580173
5658,11093,7.727551020408162,7.658972778320312,0.7508163185276538,0.750817077558015
120989,318,4.741836734693877,4.643202826052295,0.5769963218488434,0.5770400408033807
5657,7164,4.528571428571428,4.471964285714284,0.8400692568927077,0.8400794663501407
6127,108782,0.4765306122448979,0.5489409279336737,0.92758890880131,0.929676141951214
6112,108782,0.26326530612244897,0.32527662627551013,0.9592034712228666,0.9593922778381059
6689,5559,0.6897959183673469,0.7638277264030613,0.8767048888538531,0.8821222271340031
6676,5548,0.6897959183673469,0.710745774872449,0.8647337006531253,0.8650891795688471
98572,5559,0.4765306122448979,0.4576369180484693,0.9372148966218505,0.9373380341042624
6094,5559,0.05,0.05,0.9675695402011002,0.9675695402011002
6688,5559,0.9030612244897959,0.9382488639987245,0.8569538305913176,0.8574315405531429
6203,376,1.9693877551020407,1.9878507653061224,0.4449265000794551,0.4449699442279519
6796,102,1.9693877551020407,1.9708301777742345,0.34950241100833335,0.3495029203652754
7419,3159,0.4765306122448979,0.43232122927295913,0.6482507808855307,0.6570399158172535
5663,375,1.9693877551020407,1.9472706074617343,0.48170846242347565,0.48176410083008814
5672,375,1.9693877551020407,1.9640988719706631,0.4633117071335814,0.46331470407366804
5664,360,1.9693877551020407,1.9983323700573978,0.5740990409208513,0.5741493640366622
6204,3581,1.3295918367346937,1.2853153898278058,0.867385359744295,0.8676834495231587
6196,7290,1.7561224489795917,1.7165067960778062,0.8267384033853133,0.8268803066281369
5666,102609,2.609183673469387,2.595233204121491,0.834490119499226,0.8344955583390394
5674,4020,2.395918367346938,2.3680751753826526,0.8370715556121959,0.8370930811684807
5675,4498,1.5428571428571427,1.520482700892857,0.9436011044150867,0.9436630087205211
6205,4022,1.5428571428571427,1.6039536830357144,0.9311775023146005,0.9315699607085601
